schemeCode,schemeName,isinGrowth,isinDivReinvestment
149060,Kotak Global Innovation Overseas Equity Omni FOF- Direct Plan - IDCW Option,INF174KA1HH2,INF174KA1HI0
149089,Nippon India Flexi Cap Fund - Regular Plan - Growth Plan - Growth Option,INF204KC1097,
149094,Nippon India Flexi Cap Fund - Direct Plan - Growth Plan - Growth Option,INF204KC1121,
149095,Nippon India Flexi Cap Fund - Direct Plan - IDCW Option,INF204KC1139,INF204KC1147
149096,Nippon India Flexi Cap Fund - Regular Plan - IDCW Option,INF204KC1105,INF204KC1113
149097,Bandhan US specific Equity Active FOF - IDCW - REGULAR PLAN,INF194KB1CD7,
149098,Bandhan US specific Equity Active FOF - GROWTH - DIRECT PLAN,INF194KB1CF2,
149099,Bandhan US specific Equity Active FOF - IDCW - DIRECT PLAN,INF194KB1CG0,
149100,Bandhan US specific Equity Active FOF - GROWTH - REGULAR PLAN,INF194KB1CC9,
149101,Mahindra Manulife Flexi Cap Fund - Regular Plan -Growth,INF174V01AP8,
149102,Mahindra Manulife Flexi Cap Fund - Regular Plan -IDCW,INF174V01AR4,INF174V01AQ6
149103,Mahindra Manulife Flexi Cap Fund - Direct Plan -IDCW,INF174V01AU8,INF174V01AT0
149104,Mahindra Manulife Flexi Cap Fund - Direct Plan -Growth,INF174V01AS2,
149152,HSBC Mid Cap Fund - Regular - IDCW,,
149153,HSBC Mid Cap Fund - Regular - Growth,,
149154,HSBC Mid Cap Fund - Direct - Growth,,
149155,HSBC Mid Cap Fund - Direct - IDCW,,
149180,HDFC Developed World Overseas Equity Passive FOF - Direct Plan - Growth Option,INF179KC1BO4,
149181,HDFC Developed World Overseas Equity Passive FOF - Growth Option,INF179KC1BP1,
149289,Aditya Birla Sun Life US Equity Passive FOF-Direct IDCW,INF209KB19C3,INF209KB10D0
149290,Aditya Birla Sun Life US Equity Passive FOF-Regular Growth,INF209KB15C1,
149291,Aditya Birla Sun Life US Equity Passive FOF-Direct-Growth,INF209KB18C5,
149292,Aditya Birla Sun Life US Equity Passive FOF-Regular IDCW,INF209KB16C9,INF209KB17C7
149325,Nippon India Taiwan Equity Fund- Regular Plan- IDCW option,INF204KC1287,INF204KC1295
149327,Nippon India Taiwan Equity Fund- Direct Plan- IDCW option,INF204KC1311,INF204KC1329
149328,Nippon India Taiwan Equity fund- Regular Plan- Growth Option,INF204KC1279,
149329,Nippon India Taiwan Equity Fund- Direct Plan- Growth Option,INF204KC1303,
149449,Samco Flexi Cap Fund - Regular Plan - Growth Option,INF0K1H01016,
149450,Samco Flexi Cap Fund - Direct Plan - Growth Option,INF0K1H01024,
149455,ICICI Prudential Strategic Metal and Energy Equity Fund of Fund - Direct Plan Growth,INF109KC1Z55,
149456,ICICI Prudential Strategic Metal and Energy Equity Fund of Fund - Growth,INF109KC1Z22,
149457,ICICI Prudential Strategic Metal and Energy Equity Fund of Fund - IDCW,INF109KC1Z30,INF109KC1Z48
149458,ICICI Prudential Strategic Metal and Energy Equity Fund of Fund - Direct Plan IDCW,INF109KC1Z63,INF109KC1Z71
149569,Sundaram ELSS Tax Saver Fund Regular Growth,INF173K01361,
149570,Sundaram ELSS Tax Saver Fund Direct Plan Growth,INF173K01HZ7,
149571,Sundaram ELSS Tax Saver Fund Direct Plan - Income Distribution CUM Capital Withdrawal Option (IDCW),INF173K01NN1,
149572,Sundaram ELSS Tax Saver Fund Regular Plan - Income Distribution CUM Capital Withdrawal Option (IDCW),INF173K01NM3,
149599,Sundaram Aggressive Hybrid Fund (Formerly Known as Principal Hybrid Equity Fund)-Growth,INF173K01CL8,
149600,Sundaram Aggressive Hybrid Fund (Formerly Known as Principal Hybrid Equity Fund)- Monthly Income Distribution CUM Capital Withdrawal,INF173K01CI4,INF173K01CJ2
149601,Sundaram Aggressive Hybrid Fund (Formerly Known as Principal Hybrid Equity Fund)- Direct Plan - Growth Option,INF173K01FE6,
149602,Sundaram Aggressive Hybrid Fund(Formerly Known as Principal Hybrid Equity Fund)-Direct Plan - Monthly Income Distribution CUM Capital Withdrawal Option,INF173K01FB2,INF173K01FC0
149674,Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund) - Growth Option,INF173K01213,
149675,Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund)- Income Distribution CUM Capital Withdrawal (IDCW),INF173K01247,INF173K01254
149676,Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund) -Quarterly Income Distribution CUM Capital Withdrawal,INF173K01262,INF173K01270
149677,Sundaram Equity Savings Fund (Formerly Known as  Principal Equity Savings Fund) - Direct Plan - Income Distribution CUM Capital Withdrawal Option (IDCW),INF173K01HC6,INF173K01HD4
149678,Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund)- Direct Plan - Income Distribution CUM Capital Withdrawal Option - Quarterly,INF173K01HF9,INF173K01HG7
149679,Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund) - Direct Plan - Growth Option,INF173K01GZ9,
149763,Invesco India Flexi Cap Fund - Direct Plan - Growth,INF205KA1494,
149764,Invesco India Flexi Cap Fund - Regular Plan - IDCW,INF205KA1452,INF205KA1478
149765,Invesco India Flexi Cap Fund - Direct Plan - IDCW,INF205KA1486,INF205KA1502
149766,Invesco India Flexi Cap Fund - Regular Plan - Growth,INF205KA1460,
149814,DSP Global Innovation Overseas Equity Omni FoF - Regular - IDCW,INF740KA1QN6,INF740KA1QO4
149815,DSP Global Innovation Overseas Equity Omni FoF - Direct - IDCW,INF740KA1QQ9,INF740KA1QR7
149816,DSP Global Innovation Overseas Equity Omni FoF - Direct - Growth,INF740KA1QP1,
149817,DSP Global Innovation Overseas Equity Omni FoF - Regular - Growth,INF740KA1QM8,
149830,Navi Total Stock Market US Specific Equity Passive FoF- Direct Plan- Growth,INF959L01FV0,
149831,Navi Total Stock Market US Specific Equity Passive FoF- Regular Plan- Growth,INF959L01FW8,
149910,Navi NASDAQ100 US Specific Equity Passive FOF- Direct- Growth,INF959L01FZ1,
149911,Navi NASDAQ100 US Specific Equity Passive FOF- Regular- Growth,INF959L01GA2,
150156,BARODA BNP PARIBAS ELSS Tax Saver Fund - Regular - Growth Option,INF251K01985,
150157,BARODA BNP PARIBAS ELSS Tax Saver Fund- Regular - IDCW Option,INF251K01AA9,INF251K01993
150158,BARODA BNP PARIBAS ELSS Tax Saver Fund - Direct Plan - IDCW Option,INF251K01HH9,INF251K01HG1
150159,BARODA BNP PARIBAS ELSS Tax Saver Fund - Direct Plan - Growth Option,INF251K01HF3,
150185,BARODA BNP PARIBAS LARGE CAP Fund- Regular Plan - Growth Option,INF251K01894,
150186,BARODA BNP PARIBAS LARGE CAP Fund - Regular Plan - IDCW Option,INF251K01910,INF251K01902
150187,BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - Growth Option,INF251K01HN7,
150188,BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - IDCW Option,INF251K01HL1,INF251K01HM9
150209,BARODA BNP PARIBAS Mid Cap Fund - Regular Plan - Growth Option,INF251K01AW3,
150210,BARODA BNP PARIBAS Mid Cap Fund - Regular Plan - IDCW Option,INF251K01AX1,INF251K01AY9
150211,BARODA BNP PARIBAS Mid Cap Fund - Direct Plan - IDCW Option,INF251K01HO5,INF251K01HP2
150212,BARODA BNP PARIBAS Mid Cap Fund - Direct Plan - Growth Option,INF251K01HQ0,
150346,WhiteOak Capital Flexi Cap Fund Direct Plan-Growth,INF03VN01530,
150347,WhiteOak Capital Flexi Cap Fund Regular Plan-Growth,INF03VN01506,
150348,WhiteOak Capital Flexi Cap Fund Regular Plan IDCW,INF03VN01522,INF03VN01514
150349,WhiteOak Capital Flexi Cap Fund Direct Plan IDCW,INF03VN01555,INF03VN01548
150385,Baroda BNP Paribas Flexi Cap Fund - Regular Plan - Growth Option,INF251K01QW9,
150386,Baroda BNP Paribas Flexi Cap Fund - Regular Plan - IDCW Option,INF251K01QX7,INF251K01QY5
150387,Baroda BNP Paribas Flexi Cap Fund - Direct Plan - Growth Option,INF251K01QZ2,
150388,Baroda BNP Paribas Flexi Cap Fund - Direct Plan - IDCW Option,INF251K01RA3,INF251K01RB1
150439,quant Large Cap Fund - IDCW Option - Direct Plan,INF966L01AU8,INF966L01AV6
150440,quant Large Cap Fund - Growth Option - Direct Plan,INF966L01AT0,
150441,quant Large Cap Fund - Growth Option - Regular Plan,INF966L01AW4,
150442,quant Large Cap Fund - IDCW Option - Regular Plan,INF966L01AX2,INF966L01AY0
150538,ICICI Prudential PSU Equity Fund - Growth,INF109KC19H2,
150539,ICICI Prudential PSU Equity Fund - Direct Plan - Growth,INF109KC12I5,
150540,ICICI Prudential PSU Equity Fund - IDCW,INF109KC10I9,INF109KC11I7
150541,ICICI Prudential PSU Equity Fund - Direct Plan - IDCW,INF109KC13I3,INF109KC14I1
150582,WhiteOak Capital Mid Cap Fund Direct Plan IDCW,INF03VN01605,INF03VN01613
150583,WhiteOak Capital Mid Cap Fund Regular Plan Growth,INF03VN01563,
150584,WhiteOak Capital Mid Cap Fund Direct Plan Growth,INF03VN01597,
150585,WhiteOak Capital Mid Cap Fund Regular Plan IDCW,INF03VN01571,INF03VN01589
150586,WhiteOak Capital ELSS Tax Saver Fund Direct Plan IDCW,INF03VN01639,
150587,WhiteOak Capital ELSS Tax Saver Fund Direct Plan Growth,INF03VN01621,
150588,WhiteOak Capital ELSS Tax Saver Fund Regular Plan IDCW,INF03VN01654,
150589,WhiteOak Capital ELSS Tax Saver Fund Regular Plan Growth,INF03VN01647,
150594,Mirae Asset Global Electric & Autonomous Vehicles Equity Passive FOF - Regular Plan - Growth,INF769K01IP1,
150595,Mirae Asset Global Electric & Autonomous Vehicles Equity Passive FOF - Direct Plan - Growth,INF769K01IQ9,
150748,Axis NASDAQ 100 US Specific Equity Passive FOF - Regular Plan - IDCW,INF846K016K0,INF846K017K8
150749,Axis NASDAQ 100 US Specific Equity Passive FOF - Direct Plan - IDCW,INF846K013K7,INF846K014K5
150750,Axis NASDAQ 100 US Specific Equity Passive FOF - Regular Plan - Growth,INF846K015K2,
150751,Axis NASDAQ 100 US Specific Equity Passive FOF - Direct Plan - Growth,INF846K012K9,
150797,WhiteOak Capital Large Cap Fund Direct Plan Growth,INF03VN01696,
150798,WhiteOak Capital Large Cap Fund Direct Plan IDCW,INF03VN01704,INF03VN01712
150799,WhiteOak Capital Large Cap Fund Regular Plan Growth,INF03VN01662,
150800,WhiteOak Capital Large Cap Fund Regular Plan IDCW,INF03VN01670,INF03VN01688
150816,Canara Robeco Mid Cap Fund- Regular Plan- Growth Option,INF760K01KL5,
150817,Canara Robeco Mid Cap Fund- Direct Plan- Growth Option,INF760K01KI1,
150818,Canara Robeco Mid Cap Fund- Direct Plan- IDCW,INF760K01KK7,INF760K01KJ9
150819,Canara Robeco Mid Cap Fund- Regular Plan- IDCW,INF760K01KN1,INF760K01KM3
150838,Samco ELSS Tax Saver Fund - Direct Plan - Growth Option,INF0K1H01065,
150839,Samco ELSS Tax Saver Fund - Regular Plan - Growth Option,INF0K1H01057,
150912,Mahindra Manulife Small Cap Fund - Regular Plan - Growth,INF174V01BH3,
150913,Mahindra Manulife Small Cap Fund - Direct Plan - IDCW,INF174V01BL5,INF174V01BM3
150914,Mahindra Manulife Small Cap Fund - Regular Plan - IDCW,INF174V01BI1,INF174V01BJ9
150915,Mahindra Manulife Small Cap Fund - Direct Plan - Growth,INF174V01BK7,
151056,HSBC Equity Savings Fund - Regular Monthly IDCW,INF917K01965,INF917K01973
151057,HSBC Equity Savings Fund - Regular Quarterly IDCW,INF917K01981,INF917K01999
151058,HSBC Equity Savings Fund - Regular Growth,INF917K01AA5,
151059,HSBC Equity Savings Fund - Direct Quarterly IDCW,INF917K01GD6,INF917K01GC8
151060,HSBC Equity Savings Fund - Direct Growth,INF917K01GE4,
151061,HSBC Equity Savings Fund - Direct Monthly IDCW,INF917K01E37,INF917K01GA2
151076,HSBC ELSS Tax saver Fund - Regular Growth,INF677K01064,
151077,HSBC ELSS Tax saver Fund - Regular IDCW Payout,INF677K01072,
151078,HSBC ELSS Tax saver Fund - Direct Growth,INF917K01GP0,
151079,HSBC ELSS Tax saver Fund - Direct IDCW Payout,INF917K01GO3,
151130,HSBC Small Cap Fund - Direct Growth,INF917K01QA1,
151131,HSBC Small Cap Fund - Regular IDCW,INF917K01QB9,INF917K01XQ3
151132,HSBC Small Cap Fund - Direct IDCW,INF917K01PZ0,INF917K01XP5
151133,HSBC Small Cap Fund - Regular Growth,INF917K01QC7,
151164,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Regular Plan - Growth,INF579M01AL6,
151165,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Direct Plan - Growth,INF579M01AN2,
151166,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Direct Plan - IDCW Payout,INF579M01AO0,
151167,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Regular Plan - IDCW Payout,INF579M01AM4,
151377,ITI Flexi Cap Fund- Regular Plan- Growth,INF00XX01CL3,
151378,ITI Flexi Cap Fund- Regular Plan- IDCW,INF00XX01CM1,INF00XX01CN9
151379,ITI Flexi Cap Fund- Direct Plan- Growth,INF00XX01CO7,
151380,ITI Flexi Cap Fund- Direct Plan- IDCW,INF00XX01CP4,INF00XX01CQ2
151412,Mirae Asset Flexi Cap Fund - Direct Plan - Growth,INF769K01JJ2,
151413,Mirae Asset Flexi Cap Fund - Direct Plan -  IDCW,INF769K01JI4,INF769K01JK0
151414,Mirae Asset Flexi Cap Fund - Regular Plan - Growth,INF769K01JG8,
151415,Mirae Asset Flexi Cap Fund - Regular Plan - IDCW,INF769K01JF0,INF769K01JH6
151471,NAVI ELSS TAX SAVER NIFTY 50 INDEX FUND - DIRECT PLAN GROWTH,INF959L01GR6,
151472,NAVI ELSS TAX SAVER NIFTY 50 INDEX FUND - REGULAR PLAN GROWTH,INF959L01GS4,
151473,NAVI ELSS TAX SAVER NIFTY 50 INDEX FUND - DIRECT PLAN IDCW PAYOUT,INF959L01GT2,
151474,NAVI ELSS TAX SAVER NIFTY 50 INDEX FUND - REGULAR PLAN IDCW PAYOUT,INF959L01GU0,
151609,NJ ELSS Tax Saver Scheme Regular Growth,INF0J8L01099,
151610,NJ ELSS Tax Saver Scheme Regular IDCW,INF0J8L01107,
151611,NJ ELSS Tax Saver Scheme Direct Growth,INF0J8L01115,
151612,NJ ELSS Tax Saver Scheme Direct IDCW,INF0J8L01123,
151895,Bajaj Finserv Flexi Cap Fund-Direct Plan-Growth,INF0QA701342,
151896,Bajaj Finserv Flexi Cap Fund-Direct Plan-IDCW,INF0QA701359,INF0QA701367
151897,Bajaj Finserv Flexi Cap Fund-Regular Plan-IDCW,INF0QA701409,INF0QA701417
151898,Bajaj Finserv Flexi Cap Fund -Regular Plan-Growth,INF0QA701383,
151917,NJ Flexi Cap Fund - Direct Plan - Growth Option,INF0J8L01156,
151918,NJ Flexi Cap Fund - Direct Plan - IDCW Option,INF0J8L01164,
151919,NJ Flexi Cap Fund - Regular Plan - IDCW Option,INF0J8L01149,
151920,NJ Flexi Cap Fund - Regular Plan - Growth Option,INF0J8L01131,
151949,LIC MF Equity Savings Fund-Regular Plan-Monthly IDCW,INF397L01257,INF397L01265
151950,LIC MF Equity Savings Fund-Regular Plan-Growth,INF397L01315,
151951,LIC MF Equity Savings Fund-Regular Plan-Quarterly IDCW,INF397L01281,INF397L01299
151952,LIC MF Equity Savings Fund-Direct Plan-Growth,INF397L01AZ5,
151953,LIC MF Equity Savings Fund-Direct Plan-Monthly IDCW,INF397L01BA6,INF397L01BB4
151954,LIC MF Equity Savings Fund-Direct Plan-Quarterly IDCW,INF397L01BD0,INF397L01BE8
151999,LIC MF Mid Cap Fund-Direct Plan-IDCW,INF397L01JH4,INF397L01JI2
152000,LIC MF Mid Cap Fund-Regular Plan-IDCW,INF397L01JL6,INF397L01JM4
152001,LIC MF Mid Cap Fund-Regular Plan-Growth,INF397L01JO0,
152002,LIC MF Mid Cap Fund-Direct Plan-Growth,INF397L01JK8,
152003,LIC MF Small Cap Fund-Regular Plan-Growth,INF397L01JW3,
152004,LIC MF Small Cap Fund-Direct Plan-Growth,INF397L01JS1,
152005,LIC MF Small Cap Fund-Direct Plan-IDCW,INF397L01JP7,INF397L01JQ5
152006,LIC MF Small Cap Fund-Regular Plan-IDCW,INF397L01JT9,INF397L01JU7
152107,QUANTUM SMALL CAP FUND - DIRECT PLAN GROWTH OPTION,INF082J01432,
152108,QUANTUM SMALL CAP FUND - REGULAR PLAN GROWTH OPTION,INF082J01440,
152128,Baroda BNP Paribas Small Cap Fund - Direct Plan - Growth option,INF251K01SR5,
152129,Baroda BNP Paribas Small Cap Fund - Direct Plan - IDCW option,INF251K01SS3,INF251K01ST1
152130,Baroda BNP Paribas Small Cap Fund - Regular Plan - Growth option,INF251K01SO2,
152131,Baroda BNP Paribas Small Cap Fund - Regular Plan - IDCW option,INF251K01SP9,INF251K01SQ7
152135,Helios Flexi Cap Fund - Direct Plan - Growth Option,INF0R8701046,
152136,Helios Flexi Cap Fund - Regular Plan - Growth Option,INF0R8701012,
152137,Helios Flexi Cap Fund - Regular Plan - IDCW Option,INF0R8701020,INF0R8701038
152138,Helios Flexi Cap Fund - Direct Plan - IDCW Option,INF0R8701053,INF0R8701061
152157,Zerodha ELSS Tax Saver Nifty LargeMidcap 250 Index Fund - Direct Plan - Growth option,INF0R8F01026,
152225,Whiteoak Capital Large & Mid Cap Fund Regular Plan Growth,INF03VN01837,
152226,Whiteoak Capital Large & Mid Cap Fund Direct Plan Growth,INF03VN01845,
152232,Motilal Oswal Small Cap Fund - Regular - Growth,INF247L01BV9,
152234,Motilal Oswal Small Cap Fund - Regular - IDCW,INF247L01BW7,INF247L01BX5
152235,Motilal Oswal Small Cap Fund - Direct IDCW,INF247L01BZ0,INF247L01CA1
152237,Motilal Oswal Small Cap Fund - Direct - Growth,INF247L01BY3,
152351,Motilal Oswal Large Cap Direct Plan IDCW,INF247L01CF0,INF247L01CG8
152352,Motilal Oswal Large Cap Regular Plan Growth,INF247L01CB9,
152353,Motilal Oswal Large Cap Regular Plan IDCW,INF247L01CC7,INF247L01CD5
152354,Motilal Oswal Large Cap Direct Plan Growth,INF247L01CE3,
152405,Bajaj Finserv Large and Mid Cap Fund- Direct Plan- IDCW,INF0QA701771,INF0QA701789
152406,Bajaj Finserv Large and Mid Cap Fund- Regular Plan- Growth,INF0QA701730,
152407,Bajaj Finserv Large and Mid Cap Fund- Regular Plan- IDCW,INF0QA701748,INF0QA701755
152408,Bajaj Finserv Large and Mid Cap Fund- Direct Plan- Growth,INF0QA701763,
152582,TRUSTMF Flexi Cap Fund-Regular Plan- Growth,INF0GCD01719,
152583,TRUSTMF Flexi Cap Fund-Regular Plan- IDCW,INF0GCD01727,INF0GCD01735
152584,TRUSTMF Flexi Cap Fund-Direct Plan- Growth,INF0GCD01743,
152585,TRUSTMF Flexi Cap Fund-Direct Plan- IDCW,INF0GCD01750,INF0GCD01768
152612,JM Small Cap Fund (Regular) - Growth Option,INF192K01NE0,
152613,JM Small Cap Fund (Regular) - IDCW Option,INF192K01NF7,INF192K01NG5
152614,JM Small Cap Fund (Direct) - Growth Option,INF192K01NH3,
152615,JM Small Cap Fund (Direct) - IDCW Option,INF192K01NI1,INF192K01NJ9
152780,BAJAJ FINSERV LARGE CAP FUND - REGULAR PLAN - GROWTH,INF0QA701862,
152781,BAJAJ FINSERV LARGE CAP FUND - DIRECT PLAN - IDCW,INF0QA701904,INF0QA701912
152782,BAJAJ FINSERV LARGE CAP FUND - REGULAR PLAN - IDCW,INF0QA701870,INF0QA701888
152783,BAJAJ FINSERV LARGE CAP FUND - DIRECT PLAN - GROWTH,INF0QA701896,
152937,TRUSTMF SMALL CAP FUND -DIRECT PLAN-IDCW,INF0GCD01826,INF0GCD01818
152938,TRUSTMF SMALL CAP FUND -REGULAR PLAN- IDCW,INF0GCD01792,INF0GCD01784
152939,TRUSTMF SMALL CAP FUND -DIRECT PLAN-GROWTH,INF0GCD01800,
152940,TRUSTMF SMALL CAP FUND -REGULAR PLAN-GROWTH,INF0GCD01776,
152941,Helios Large & Mid Cap Fund - Direct Plan - Growth Option,INF0R8701269,
152942,Helios Large & Mid Cap Fund - Direct Plan - IDCW Option,INF0R8701277,INF0R8701285
152943,Helios Large & Mid Cap Fund - Regular Plan - Growth Option,INF0R8701236,
152944,Helios Large & Mid Cap Fund - Regular Plan - IDCW Option,INF0R8701244,INF0R8701251
153068,ICICI Prudential Equity Minimum Variance Fund - IDCW,INF109KC19X9,INF109KC18X1
153069,ICICI Prudential Equity Minimum Variance Fund - Growth,INF109KC17X3,
153070,ICICI Prudential Equity Minimum Variance Fund - Direct Plan - Growth,INF109KC10Y6,
153071,ICICI Prudential Equity Minimum Variance Fund - Direct Plan - IDCW,INF109KC12Y2,INF109KC11Y4
153189,WhiteOak Capital Quality Equity Fund Direct Plan Growth,INF03VN01977,
153190,WhiteOak Capital Quality Equity Fund Regular Plan Growth,INF03VN01985,
153196,Mirae Asset Small Cap Fund - Direct Plan - Growth,INF769K01NJ4,
153197,Mirae Asset Small Cap Fund - Direct Plan - IDCW,INF769K01NL0,INF769K01NK2
153198,Mirae Asset Small Cap Fund - Regular Plan - Growth,INF769K01NG0,
153199,Mirae Asset Small Cap Fund - Regular Plan - IDCW,INF769K01NI6,INF769K01NH8
153200,BAJAJ FINSERV ELSS TAX SAVER FUND - REGULAR - IDCW,INF0QA701AJ2,
153201,BAJAJ FINSERV ELSS TAX SAVER FUND - DIRECT - GROWTH,INF0QA701AK0,
153202,BAJAJ FINSERV ELSS TAX SAVER FUND - REGULAR - GROWTH,INF0QA701AI4,
153203,BAJAJ FINSERV ELSS TAX SAVER FUND - DIRECT - IDCW,INF0QA701AL8,
153238,Samco Large Cap Fund - Regular Plan - Growth Option,INF0K1H01263,
153239,Samco Large Cap Fund - Direct Plan - Growth Option,INF0K1H01255,
153324,Helios Mid Cap Fund - Direct Plan - IDCW Option,INF0R8701335,INF0R8701343
153325,Helios Mid Cap Fund - Regular Plan - IDCW Option,INF0R8701301,INF0R8701319
153326,Helios Mid Cap Fund - Direct Plan - Growth Option,INF0R8701327,
153327,Helios Mid Cap Fund - Regular Plan - Growth Plan,INF0R8701293,
153355,WhiteOak Capital Equity Savings Fund Direct Plan Growth,INF03VN01AB7,
153356,WhiteOak Capital Equity Savings Fund Regular Plan Growth,INF03VN01AC5,
153533,Samco Large & Mid Cap Fund - Regular Plan - Growth Option,INF0K1H01289,
153534,Samco Large & Mid Cap Fund - Direct Plan - Growth Option,INF0K1H01271,
153542,Unifi Flexi Cap Fund - Regular Growth,INF1MIY01049,
153543,Unifi Flexi Cap Fund - Direct Growth,INF1MIY01031,
153609,BAJAJ FINSERV SMALL CAP FUND - REGULAR - GROWTH,INF0QA701BK8,
153610,BAJAJ FINSERV SMALL CAP FUND - REGULAR - IDCW,INF0QA701BL6,INF0QA701BM4
153611,BAJAJ FINSERV SMALL CAP FUND - DIRECT - IDCW,INF0QA701BO0,INF0QA701BP7
153612,BAJAJ FINSERV SMALL CAP FUND - DIRECT - GROWTH,INF0QA701BN2,
153627,JM Large & Mid Cap Fund (Regular) - Growth Option,INF192K01NM3,
153628,JM Large & Mid Cap Fund (Regular) - IDCW,INF192K01NO9,INF192K01NN1
153629,JM Large & Mid Cap Fund (Direct) - Growth Option,INF192K01NK7,
153630,JM Large & Mid Cap Fund (Direct) - IDCW,INF192K01NP6,INF192K01NL5
153705,quant Equity Savings Fund - Growth Option - Direct Plan,INF966L01EC8,
153706,quant Equity Savings Fund - IDCW Option - Direct Plan,INF966L01ED6,INF966L01EE4
153707,quant Equity Savings Fund - Growth Option - Regular Plan,INF966L01EF1,
153708,quant Equity Savings Fund - IDCW Option - Regular Plan,INF966L01EG9,INF966L01EH7
153726,Bank of India Mid Cap Fund - Regular Plan Growth,INF761K01HB0,
153727,Bank of India Mid Cap Fund - Regular Plan IDCW,INF761K01HC8,INF761K01HD6
153728,Bank of India Mid Cap Fund - Direct Plan Growth,INF761K01GY4,
153729,Bank of India Mid Cap Fund - Direct Plan IDCW,INF761K01GZ1,INF761K01HA2
153738,CAPITALMIND FLEXI CAP FUND DIRECT GROWTH,INF226401018,
153739,CAPITALMIND FLEXI CAP FUND REGULAR GROWTH,INF226401026,
153758,BAJAJ FINSERV EQUITY SAVINGS FUND - DIRECT - GROWTH,INF0QA701BT9,
153769,BAJAJ FINSERV EQUITY SAVINGS FUND - REGULAR - GROWTH,INF0QA701BQ5,
153770,BAJAJ FINSERV EQUITY SAVINGS FUND -  DIRECT - IDCW,INF0QA701BU7,INF0QA701BV5
153771,BAJAJ FINSERV EQUITY SAVINGS FUND - REGULAR - IDCW,INF0QA701BR3,INF0QA701BS1
153822,Union Diversified Equity All Cap Active FOF - Regular Plan - Growth Option,INF582M01LV6,
153823,Union Diversified Equity All Cap Active FOF - Regular Plan - IDCW Option,INF582M01LW4,INF582M01LX2
153824,Union Diversified Equity All Cap Active FOF - Direct Plan - Growth Option,INF582M01LZ7,
153825,Union Diversified Equity All Cap Active FOF - Direct Plan - IDCW Option,INF582M01MA8,INF582M01MB6
153859,JioBlackRock Flexi Cap Fund - Direct Plan - Growth Option,INF22M001093,
153860,HDFC Diversified Equity All Cap Active FOF - Direct Plan - Growth Plan,INF179KC1JU4,
153861,HDFC Diversified Equity All Cap Active FOF - Regular Plan - Growth Plan,INF179KC1JR0,
153862,HDFC Diversified Equity All Cap Active FOF - IDCW - Direct Plan,INF179KC1JV2,INF179KC1JW0
153863,HDFC Diversified Equity All Cap Active FOF - IDCW - Regular Plan,INF179KC1JS8,INF179KC1JT6
153868,Samco Small Cap Fund - Direct Plan,INF0K1H01297,
153869,Samco Small Cap Fund - Regular Plan,INF0K1H01305,
153870,THE WEALTH COMPANY FLEXI CAP FUND - REGULAR GROWTH,INF2F0001016,
153871,THE WEALTH COMPANY FLEXI CAP FUND - REGULAR IDCW,INF2F0001024,INF2F0001032
153872,THE WEALTH COMPANY FLEXI CAP FUND - DIRECT GROWTH,INF2F0001040,
153873,THE WEALTH COMPANY FLEXI CAP FUND - DIRECT IDCW,INF2F0001057,INF2F0001065
153909,Helios Small Cap Fund - Regular Plan - Growth Option,INF0R8701350,
153910,Helios Small Cap Fund - Direct Plan - IDCW Option,INF0R8701392,INF0R8701400
153911,Helios Small Cap Fund - Regular Plan - IDCW Option,INF0R8701368,INF0R8701376
153912,Helios Small Cap Fund - Direct Plan - Growth Option,INF0R8701384,
153964,Parag Parikh Flexi Cap Fund - Direct Plan - IDCW,,INF879O01308
153965,Parag Parikh Flexi Cap Fund - Regular Plan - IDCW,,INF879O01324
154041,Abakkus Flexi Cap Fund - Regular - Growth,INF2JJD01169,
154042,Abakkus Flexi Cap Fund - Regular - IDCW,INF2JJD01151,INF2JJD01144
154043,Abakkus Flexi Cap Fund - Direct - Growth,INF2JJD01136,
154045,Abakkus Flexi Cap Fund - Direct - IDCW,INF2JJD01128,INF2JJD01110
154063,Groww Small Cap Fund-Direct-Growth,INF666M01NJ8,
154102,Groww Small Cap Fund-Regular-Growth,INF666M01NM2,
154103,Groww Small Cap Fund-Regular-IDCW,INF666M01NN0,INF666M01NO8
154104,Groww Small Cap Fund - Direct-IDCW,INF666M01NK6,INF666M01NL4
154112,Motilal Oswal Diversified Equity Flexicap Passive Fund of Funds- Direct - Growth,INF247L01GL9,
154113,Motilal Oswal Diversified Equity Flexicap Passive Fund of funds- Regular Growth,INF247L01GM7,
154114,Samco Mid Cap Fund - Direct Plan,INF0K1H01313,
154115,Samco Mid Cap Fund - Regular Plan,INF0K1H01321,
154153,Parag Parikh Large Cap Fund - Regular Plan - IDCW,,INF879O01381
